timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,method
2024-10-10T10:23:35,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.03313470003195107,5.169490329878559e-08,1.5601439955375277e-06,14.0,0.0,5.892622947692871,5.5608389019552206e-08,0,2.707987652612228e-09,5.8316376672164436e-08,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:35,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0704228999093175,2.1220089469066412e-07,3.013237099919373e-06,14.0,0.0,5.892622947692871,1.9509583349443144e-07,0,4.428535333993437e-08,2.393811868343658e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:35,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.11090379999950528,3.6507740605809163e-07,3.29183856693567e-06,14.0,0.0,5.892622947692871,3.2861383334319627e-07,0,8.322544224512933e-08,4.1183927558832556e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:35,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.14276379998773336,5.401120083743188e-07,3.783256038440603e-06,14.0,0.0,5.892622947692871,4.78633555661266e-07,0,1.3066007515312674e-07,6.092936308143928e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:36,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.17558969999663532,6.847354226975123e-07,3.899633194376625e-06,14.0,0.0,5.892622947692871,6.044636109274708e-07,0,1.679778926383154e-07,7.724415035657861e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:36,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.21488670003600419,8.40395621871508e-07,3.910877786902121e-06,14.0,0.0,5.892622947692871,7.414796671623157e-07,0,2.065601687076944e-07,9.4803983587001e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:36,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.24372219992801547,9.883375032312035e-07,4.055180461702355e-06,14.0,0.0,5.892622947692871,8.696702778494606e-07,0,2.452609521120697e-07,1.1149312299615304e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:36,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2774916999042034,1.1286475493148444e-06,4.067320030489127e-06,14.0,0.0,5.892622947692871,9.914411107699076e-07,0,2.817721349448967e-07,1.2732132457148044e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:36,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.31673289998434484,1.2756130454518903e-06,4.02740935821615e-06,14.0,0.0,5.892622947692871,1.1191214998770092e-06,0,3.1988169191824054e-07,1.4390031917952497e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:36,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.34869829984381795,1.4515996484043307e-06,4.162910025814587e-06,14.0,0.0,5.892622947692871,1.2697393333332407e-06,0,3.6779215375084554e-07,1.6375314870840862e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:23:36,codecarbon,1be7fae9-4614-4005-88ba-a5b0df3e0feb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3819595000240952,1.5961599430856673e-06,4.178872218088506e-06,14.0,0.0,5.892622947692871,1.39562111076278e-06,0,4.0498704459072835e-07,1.8006081553535084e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_24
