timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,method
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.037976100109517574,5.1838071238465606e-08,1.3650182901607094e-06,14.0,0.0,5.892622947692871,5.5526333291911423e-08,0,2.9515493501839724e-09,5.8477882642095395e-08,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.07360460003837943,2.3780981970340301e-07,3.230909747208769e-06,14.0,0.0,5.892622947692871,2.1436605486087501e-07,0,5.3904241381055504e-08,2.682702962419305e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.11155460006557405,3.935387746048638e-07,3.527768235227716e-06,14.0,0.0,5.892622947692871,3.498351101815287e-07,0,9.411108084458719e-08,4.439461910261159e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.14891430013813078,5.484663185593533e-07,3.6831004010400863e-06,14.0,0.0,5.892622947692871,4.835522208466299e-07,0,1.351658032540933e-07,6.187180241007232e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.18351770006120205,7.187811628640486e-07,3.916685761778507e-06,14.0,0.0,5.892622947692871,6.305269426148799e-07,0,1.8032113647265628e-07,8.108480790875361e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.21740079997107387,8.696143234226632e-07,4.000051166041566e-06,14.0,0.0,5.892622947692871,7.614794423958908e-07,0,2.195216468433416e-07,9.810010892392324e-07,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2514430000446737,1.021749937967679e-06,4.063544969580165e-06,14.0,0.0,5.892622947692871,8.940691641894066e-07,0,2.5855421732456084e-07,1.1526233815139675e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2863076999783516,1.1708016292723935e-06,4.089312405362904e-06,14.0,0.0,5.892622947692871,1.0249547754776562e-06,0,2.958119629067189e-07,1.320766738384375e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3258915999904275,1.316466513004344e-06,4.039584061212418e-06,14.0,0.0,5.892622947692871,1.152229941993331e-06,0,3.328595378133888e-07,1.48508947980672e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
2024-10-10T10:25:17,codecarbon,d613ae24-9c82-45e0-823d-1498f4262fda,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.359740300104022,1.495091826881377e-06,4.156030965807996e-06,14.0,0.0,5.892622947692871,1.305249941845735e-06,0,3.8134453018487703e-07,1.6865944720306123e-06,United States,USA,kentucky,,,Windows-11-10.0.22631-SP0,3.12.6,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,None,None,-85.6204,38.1439,15.713661193847656,machine,N,1.0,AES_16
